Low Priority Execution Time
54536, 6023, 21775, 7010, 9375, 11546, 10717, 7880, 10502, 25487, 16620, 10677, 7479, 11188, 24132, 9409, 11138, 11310, 7965, 10624, 30366, 11195, 7988, 9913, 13497, 11362, 8331, 9749, 14782, 11549, 8761, 10181, 13288, 11234, 8391, 9889, 7066
15452, 40794, 
