Low Priority WRET
54536, 6023, 21775, 7010, 9388, 12094, 13818, 13289, 12855, 26396, 16620, 17563, 17612, 12471, 25757, 9409, 11971, 14156, 13451, 12467, 30593, 11195, 11328, 12455, 14329, 15801, 15310, 12991, 14946, 17427, 17416, 13276, 14744, 16124, 15140, 12649, 10274
15452, 44518, 
