Low Priority WRET
18707, 19075, 18492, 18277, 18895, 19610, 20057, 20101, 19433, 19316, 19360, 19417, 19596, 19196, 19321, 19147, 19091, 18884, 19345, 19299
18773, 18524, 19431, 18255, 19535, 19662, 19812, 19999, 
