2042,2042,1581,1581,1658,1658,1296,1296
2088,2088,2650,2650,2480,2480,2273,2273
1428,1428,1397,1397,1340,1340,1721,1721
3530,3530,3170,3170,2794,2794,2579,2579
2623,2623,2558,2558,2875,2875,4307,4307
3142,3142,2943,2943,2465,2465,2838,2838
2450,2450,2587,2587,2690,2690,1605,1605
1568,1568,1667,1667,2199,2199,2915,2915
3238,3238,3018,3018,2745,2745,2915,2338
