4769,4769
5021,3953
5112,4140
5112,4281
5123,4423
5123,4335
5123,4051
5323,4240
5323,4036
5370,4278
5074,3576
5074,3695
5047,3781
5031,4124
5026,3793
5020,3949
5020,4087
4910,4332
4910,3698
4821,3484
4721,3612
4748,3632
4757,3685
4977,4755
5191,4060
5191,3778
5231,3689
5231,3879
5237,3670
5237,3247
5237,3508
5237,3942
5237,3897
4631,3943
4406,3624
4406,3239
4406,3597
4427,4192
4427,3705
4454,4169
4454,3779
4438,3491
4511,4053
4596,4040
4596,3603
4596,3654
4590,3386
4568,3894
4568,3577
4618,3701
4633,4020
4790,3883
4757,3347
4634,3835
4634,3486
4665,4248
4665,3903
4665,3391
4665,3508
4665,3911
4506,4218
4478,3980
4478,3273
4478,3815
4478,3886
4470,3994
4555,4191
4555,3270
4555,4221
4536,4035
4552,3899
4502,3570
4502,3778
4577,3847
4577,3753
4577,3785
4465,3532
4465,3698
4653,4098
4653,3829
4540,3709
4540,3643
4540,3637
4527,3554
4527,3693
4527,3448
4527,3915
4521,3413
4321,3878
4327,4136
4351,3562
4351,3845
4351,3379
4453,4051
4453,3468
4470,3552
4381,3786
4381,3392
4381,3682
4536,3795
4460,3478
4460,3880
4489,4112
4367,3601
4552,3932
4477,3458
4466,4100
4466,3643
4466,3791
4482,4230
4505,4073
4505,3560
4463,3741
4463,3500
4533,3829
4533,3599
4519,3317
4519,3532
4519,3181
4334,3444
4263,3777
4275,3703
4088,3436
4340,4040
4323,3642
4608,4183
4608,4018
4608,3686
4608,3308
4608,3135
4610,3710
4610,3433
4631,3751
4434,3391
4498,3817
4331,3725
4455,3949
4412,3779
4412,3699
4412,4038
4412,3952
4393,3766
4602,3876
4633,3994
4636,3796
4636,3617
4620,3831
4620,4082
4620,3643
4494,3921
4494,3883
4494,3569
4379,3896
4455,3905
4343,3520
4343,4075
4333,4036
4294,3711
4294,3627
4415,3558
4415,3521
4415,3636
4415,3407
4411,3509
4411,3909
4453,4160
4492,3750
4492,3701
4492,3570
4451,3747
4451,3760
4466,3913
4466,3872
4466,3767
4466,3823
4381,3660
4403,4011
4488,4210
4488,3347
4488,3620
4670,4179
4712,3729
4712,3725
4712,3962
4712,3209
4712,3454
4559,4028
4526,3752
4496,3618
4496,3603
4411,3554
4205,3509
4205,3593
4307,3913
4340,3577
4464,3790
4345,3651
4385,3859
4390,3663
4390,3521
4493,3783
4493,3600
4419,3437
4349,3823
4388,4000
4354,3180
4316,3737
4316,3198
4310,3339
4310,3068
4104,3446
4104,3468
4225,3758
4187,3556
4307,3885
4310,3881
4239,3783
4239,3909
4329,3806
4329,3332
4402,4045
4402,3930
4475,3627
4475,3539
4330,3594
4330,3611
4382,4176
4382,3732
4382,3878
4493,3976
4493,3396
4493,3430
4420,3500
4424,3832
4424,3725
4424,3393
4403,3830
4280,3862
4295,3648
4163,3485
4176,3745
4194,3776
4275,3677
4183,3610
4183,3451
4183,3688
4178,3752
4178,3511
4178,3465
4480,4330
4480,3721
4416,3720
4341,3861
4333,3462
4360,3720
4360,3864
4360,3770
4500,4022
4500,3489
4450,3911
4450,3568
4450,3272
4611,4259
4611,3833
4611,3923
4611,3978
4611,3989
4543,3556
4543,3501
4543,3599
4543,3630
4543,3918
4497,4140
4497,3829
4493,3946
4422,3872
4920,4592
4920,3938
4920,3390
4920,3968
4920,3469
4920,3638
4776,3576
4746,4015
4746,3528
4746,3894
4432,3502
4410,3806
4410,3396
4323,3723
4473,4172
4457,3619
4457,3672
4457,3311
4457,3632
4457,3791
4457,3703
4390,3967
4479,3775
4635,4098
