High Priority Execution Time
18835, 22693, 18560, 17204, 17261, 17953, 17085, 17150, 17330, 18564
16461, 21935, 20429, 18804, 18898, 18634, 18827, 18733, 18928, 22570
16078, 20152, 22040, 20562, 21869, 20168, 20219, 20747, 20397, 19749
15466, 20454, 18570, 16432, 14798, 17327, 15583, 15847, 17237, 18061
18884, 22001, 22514, 23014, 18037, 18788, 18982, 18798, 18629, 19227
18091, 30143, 23458, 19288, 18681, 19306, 19277, 19145, 19022, 26413
23535, 20975, 21041, 21711, 22454, 22168, 21806, 15253, 22365, 21560
13155, 22087, 19307, 18772, 20420, 20127, 19122, 21221, 18332, 19016
18528, 24057, 18341, 17811, 17888, 17748, 17441, 16978, 18201, 18873
8009, 15065, 20512, 21483, 20092, 21836, 21616, 20429, 18258, 19294
15989, 20371, 21564, 16843, 13580, 20775, 19135, 20012, 20449, 20820
7338, 16299, 21823, 18944, 19789, 19043, 19755, 18844, 18936, 19582
