Low Priority WRET
31552, 20632, 19514, 20431, 20000, 19311, 20500, 20768, 20445, 18915, 23399, 24059, 26528, 22226, 11061, 20239, 24801, 8177, 11378, 19519, 15347, 15581, 18660, 12733, 17558, 17558, 17558, 15005, 17412, 17778, 18400, 18188, 17692, 16881, 18180, 18180, 18143, 17194, 18373, 18373, 18047, 17039, 17039, 17039, 15108, 17818, 17818, 17754, 16812, 16647, 16773, 17216, 16646, 16954, 16954, 17941, 16512, 17574, 17361, 16953, 26082, 21254, 22046, 15191, 14554, 14768, 14856, 15829, 15276, 16912, 16882, 16882, 16113, 14671, 16291, 16707, 16928, 15980, 16820, 16407, 17139, 13707, 15057, 16512, 14409, 14951, 15154, 15640, 16190, 15770, 16125, 16201, 15557, 15812, 13236, 20231, 22826, 22837, 19061, 20135, 20973, 18816, 19178, 19669, 20085, 20133, 20075, 20399, 20036, 20826, 20160, 19355, 22878, 23754, 22788, 24850, 20486, 19905, 19472, 20006, 18212, 19140, 19336, 19437, 22056, 33598, 23831, 21376, 20775, 20374, 21089, 19586, 20353, 20687, 18983, 20563, 20165, 21649, 22273, 21416, 
