Low Priority WRET
13914, 14840, 13217, 14194, 13190, 13845, 13329, 13973, 13432, 12150, 13766, 14626, 13677, 15059, 14180, 14703, 14173, 14569, 14923, 13360, 14211, 14624, 14669, 14491
10970, 13517, 14030, 13450, 13324, 13198, 13806, 13752, 13891, 13729, 12663, 12154, 12761, 13047, 13389, 13405, 13102, 13010, 13653, 13609, 13785, 13259, 13190, 13387, 13995, 14055, 13717, 12716, 13238, 13072, 12511, 13353, 13521, 13460, 13834, 14284, 14633, 13919, 14075, 14647, 14548, 14773, 16003
12575, 16045, 12813, 13629, 13446, 13781, 14134, 13980, 14085, 13682, 12902, 13986, 14029, 13550, 14194, 14459, 13740, 13778, 14662, 14680, 13273, 14511, 14713, 12759, 13951, 13585, 14044, 14006, 13930, 14413, 14230, 14191, 14518, 
