Low Priority WRET
24747, 16243, 17021, 16534, 16910, 17879, 16384
14952, 16613, 16728, 16919, 15226, 15311, 15444, 14869, 15334, 15390, 15200, 15544, 15251, 15817, 15723, 14912, 15554, 15586, 16045, 16041, 16215, 15274, 15955, 16111, 16210, 15071, 14745, 14523, 12293, 12730, 15050, 15379, 15333, 15243, 14827, 14827, 15203, 15467, 15423, 15344, 15375, 15655, 15515, 15327, 14914, 14847, 14908, 14895, 14855, 14950, 15310, 15478, 15330, 14557, 13322, 13379, 13291, 13342, 14440, 14749, 15555, 16317, 16389, 16263, 15205, 15078
15284, 16183, 16754, 16549, 16633, 16960, 17113, 17044, 17035, 15995, 16081, 17049, 17024, 16710, 16632, 16784, 16170, 16888, 16915, 16409, 16290, 15269, 15759, 15897, 17016, 16864, 16618, 16259, 15778, 15958, 15974, 15873, 15804, 15822, 16253, 16771, 16856, 16638, 16282, 15258, 15391
13286, 14278, 14428, 14659, 14490, 14958, 14917, 15470, 14621, 14959, 14148, 14404, 14750, 14863, 14711, 14675, 14657, 14888, 14656, 16677, 17141, 17282, 16757, 16354, 16800, 16775, 16513, 16229, 16328, 16615, 16345, 16401, 15969, 15855, 15597, 15967, 16420, 16913, 16465, 16116, 15920, 16248, 16074, 16060, 15818, 15711, 15831, 15854, 15963, 16009, 17764, 17780, 17635, 16062, 16090, 15713, 15869, 15869
11327, 12157, 13381, 13565, 13669, 13168, 13036, 13681, 14537, 15965, 17297, 17728, 18322, 18819, 15937, 15655, 16234, 16352, 16199, 16307, 16164, 16252, 16334, 15743, 16235, 15835, 16199, 16264, 15831, 16242, 16085, 15287, 15127, 14864, 15708, 16429, 15774, 16317, 
