Low Priority WRET
12512, 11482, 11644, 11820, 11681, 11527, 11794, 10937, 12542, 12554, 7946, 11743, 11915, 12209, 12383, 11754, 11906, 11803, 11983, 11789, 12297, 12263, 12007, 12153, 11779, 11936, 11705, 12332, 12394, 12263, 12701, 12549, 12001, 12480, 12316, 12365, 11775, 11893, 12000, 12421, 11764, 12356, 12324, 12026, 11911, 11967, 11932, 11927
7299, 10969, 12054, 11595, 11614, 11571, 11887, 11681, 11797, 11958, 12222, 11924, 11835, 11840, 11747, 7400, 11718, 12323, 11582, 7369, 7471, 6851, 6721, 7036, 7245, 7311, 7253, 10601, 11807, 11722, 12004, 12207, 12065, 11944, 11911, 11646, 11695, 11892, 11671, 11751, 12173, 12158, 11488, 11709, 11879, 11762, 11819, 11662, 11750, 11782, 11747, 11811, 11657, 11701, 11844, 11835, 11825, 12033, 11652, 11868, 11902, 11864, 11789, 11684, 11613, 11767, 11839, 11760, 11773, 11828, 11680, 11786, 11805
12323, 7430, 11715, 11629, 11681, 11871, 11758, 11806, 11681, 11629, 11483, 11654, 11696, 11481, 11617, 11710, 11780, 11699, 11796, 11591, 11539, 11699, 11841, 11523, 11605, 11446, 11624, 11462, 11775, 11794, 11650, 11855, 11518, 11953, 11888, 11384, 11724, 11672, 11580, 11656, 11565, 11672, 11861, 11252, 11556, 11635, 11662, 11713, 11686, 11441, 11562, 11542, 11507, 11618, 11546, 11543, 11359
12605, 12874, 12187, 11191, 11401, 11664, 6106
11238, 12117, 
